isolate,n_genes,ST,Phylogroup
SRR7505880_trimmed,297,11,E
SRR7505889_trimmed,288,11,E
SRR7515979_trimmed,288,11,E
SRR7516046_trimmed,292,11,E
SRR7516047_trimmed,295,11,E
SRR7516048_trimmed,292,11,E
SRR7516049_trimmed,290,11,E
SRR7516050_trimmed,297,11,E
SRR7516051_trimmed,290,11,E
SRR7516052_trimmed,289,11,E
SRR7516054_trimmed,293,11,E
SRR7516055_trimmed,293,11,E
SRR7521182_trimmed,292,11,E
SRR7521263_trimmed,292,11,E
SRR7521356_trimmed,294,8408,E
SRR7522833_trimmed,267,11~,E
SRR7522835_trimmed,268,11,E
SRR7522837_trimmed,231,11~,E
SRR7522845_trimmed,291,11,E
SRR7522849_trimmed,293,11,E
SRR7588581_trimmed,268,11~,E
SRR7588582_trimmed,273,11~,E
SRR7588673_trimmed,297,11,E
SRR7588675_trimmed,297,11,E
SRR7588679_trimmed,289,11,E
SRR7588683_trimmed,268,11~,E
SRR7588684_trimmed,297,11,E
SRR7588687_trimmed,295,11,E
SRR7588692_trimmed,291,11,E
SRR7588694_trimmed,297,11,E
SRR7588696_trimmed,290,11,E
SRR7588697_trimmed,297,11,E
SRR7588701_trimmed,270,11,E
SRR7588704_trimmed,296,11,E
SRR7588707_trimmed,240,11,E
SRR7588710_trimmed,296,11,E
SRR7588712_trimmed,290,11,E
SRR7588713_trimmed,289,11,E
SRR7588714_trimmed,296,11,E
SRR7588715_trimmed,290,11,E
SRR7588718_trimmed,297,11,E
SRR7588719_trimmed,296,11,E
SRR7588720_trimmed,293,11,E
SRR7588722_trimmed,292,11,E
SRR7588725_trimmed,272,11,E
SRR7588727_trimmed,297,11,E
SRR7588735_trimmed,297,11,E
SRR7588737_trimmed,295,11,E
SRR7588739_trimmed,287,11,E
SRR7659087_trimmed,293,11,E
SRR7659088_trimmed,283,11,E
SRR7659089_trimmed,292,11,E
SRR7659090_trimmed,293,11,E
SRR7659091_trimmed,293,11~,E
SRR7659092_trimmed,293,11,E
SRR7659093_trimmed,294,11,E
SRR7659094_trimmed,279,11,E
SRR7659106_trimmed,292,11,E
SRR7659107_trimmed,292,11,E
SRR7659108_trimmed,294,11,E
SRR7659109_trimmed,294,11,E
SRR7659110_trimmed,294,11,E
SRR7659111_trimmed,292,11,E
SRR7659112_trimmed,293,11,E
SRR7659113_trimmed,293,11,E
SRR7826916_trimmed,292,11,E
SRR7826917_trimmed,291,11,E
SRR7826918_trimmed,291,11,E
SRR7826919_trimmed,291,11,E
SRR7826922_trimmed,293,11,E
SRR7826924_trimmed,288,11,E
SRR7826928_trimmed,292,11,E
SRR7826932_trimmed,295,11,E
SRR7826936_trimmed,291,11,E
SRR7826948_trimmed,294,11,E
SRR7826951_trimmed,297,11,E
SRR7826957_trimmed,291,11,E
SRR7826959_trimmed,296,11,E
SRR7826963_trimmed,298,11,E
SRR7826964_trimmed,295,11,E
SRR7826969_trimmed,294,11,E
SRR7826970_trimmed,292,11,E
SRR7826971_trimmed,293,11,E
SRR7826973_trimmed,291,11,E
SRR7826975_trimmed,297,11,E
SRR7826985_trimmed,294,1804,E
SRR7826986_trimmed,295,11,E
SRR7827043_trimmed,296,11,E
SRR7827049_trimmed,297,11,E
SRR7827059_trimmed,292,11,E
SRR7827063_trimmed,292,11,E
SRR7827064_trimmed,296,11,E
SRR7827065_trimmed,291,11,E
SRR7827069_trimmed,289,11,E
SRR7827073_trimmed,296,11,E
SRR7827082_trimmed,296,11,E
SRR7832325_trimmed,272,11~,E
SRR7832330_trimmed,296,11,E
SRR7832333_trimmed,283,11,E
SRR7833068_trimmed,288,11,E
SRR7833069_trimmed,290,11,E
SRR7833076_trimmed,292,11,E
SRR7833081_trimmed,295,11,E
SRR7833084_trimmed,292,11,E
SRR7833094_trimmed,291,11,E
SRR7833097_trimmed,293,11,E
SRR7833106_trimmed,296,11,E
SRR7833839_trimmed,292,11,E
SRR7834592_trimmed,288,11,E
SRR7835329_trimmed,289,11,E
SRR7835333_trimmed,294,8210,E
SRR7835540_trimmed,292,11,E
SRR7835544_trimmed,285,8345~,E
SRR7835545_trimmed,279,11,E
SRR7835546_trimmed,289,11,E
SRR7836283_trimmed,298,11,E
SRR7836287_trimmed,291,11,E
SRR7836292_trimmed,296,11,E
SRR7836293_trimmed,294,1804,E
SRR7836294_trimmed,296,11,E
SRR7836295_trimmed,294,11,E
SRR7836298_trimmed,293,11,E
SRR7836302_trimmed,291,11,E
SRR7836311_trimmed,292,11,E
SRR7837069_trimmed,296,11,E
SRR7837070_trimmed,289,11,E
SRR7837071_trimmed,296,11,E
SRR7838538_trimmed,292,11,E
SRR7839297_trimmed,294,11,E
SRR7839306_trimmed,292,11,E
SRR7839312_trimmed,293,11,E
SRR7839315_trimmed,290,11,E
SRR7839320_trimmed,282,11,E
SRR7839321_trimmed,291,11,E
SRR7839322_trimmed,291,11,E
SRR7839324_trimmed,291,11,E
SRR7839326_trimmed,293,11,E
SRR7839330_trimmed,296,11,E
SRR7839332_trimmed,293,11,E
SRR7839334_trimmed,292,11,E
SRR7839340_trimmed,291,11,E
SRR7839341_trimmed,293,11,E
SRR7839344_trimmed,288,11,E
SRR7839349_trimmed,291,11,E
SRR7839358_trimmed,293,8510,E
SRR7839359_trimmed,290,11,E
SRR7839370_trimmed,296,11,E
SRR7839376_trimmed,295,11,E
SRR7840168_trimmed,292,11,E
SRR7840169_trimmed,290,11,E
esc_aa7875aa_as,293,11,E
esc_aa7899aa_as,292,11,E
esc_aa7930aa_as,295,11,E
esc_aa7942aa_as,292,5315,E
esc_aa7978aa_as,294,11,E
esc_aa8009aa_as,294,11,E
esc_aa8049aa_as,290,11,E
esc_aa8076aa_as,298,11,E
esc_aa8104aa_as,292,11,E
esc_aa8156aa_as,293,11,E
esc_aa8182aa_as,294,11,E
esc_aa8282aa_as,294,11,E
esc_aa8336aa_as,293,11,E
esc_aa8390aa_as,294,11,E
esc_aa8414aa_as,296,11,E
esc_aa8457aa_as,294,11,E
esc_aa8470aa_as,295,11,E
esc_aa8479aa_as,294,11,E
esc_aa8518aa_as,292,11,E
esc_aa8537aa_as,295,11,E
esc_aa8608aa_as,296,11,E
esc_aa8832aa_as,296,11,E
esc_aa8963aa_as,296,11,E
esc_aa8977aa_as,294,11,E
esc_aa9000aa_as,296,11,E
esc_aa9003aa_as,293,11,E
esc_aa9004aa_as,294,11,E
esc_aa9040aa_as,292,11,E
esc_aa9059aa_as,296,11,E
esc_aa9084aa_as,292,11,E
esc_aa9094aa_as,293,11,E
esc_aa9112aa_as,293,11,E
esc_aa9198aa_as,298,11,E
esc_aa9243aa_as,299,11,E
esc_aa9322aa_as,293,11,E
esc_aa9354aa_as,292,11,E
esc_aa9383aa_as,292,11,E
esc_aa9444aa_as,292,11,E
esc_aa9447aa_as,295,11,E
esc_aa9450aa_as,293,11,E
esc_aa9530aa_as,294,11,E
esc_aa9537aa_as,296,11,E
esc_aa9568aa_as,293,11,E
esc_aa9677aa_as,295,11,E
esc_aa9679aa_as,293,11,E
esc_aa9720aa_as,292,11,E
esc_aa9787aa_as,291,11,E
esc_aa9803aa_as,294,11,E
esc_aa9812aa_as,292,11,E
esc_aa9850aa_as,293,11,E
esc_aa9891aa_as,293,5297,E
esc_aa9918aa_as,296,11,E
esc_aa9980aa_as,292,11,E
esc_ba0009aa_as,292,11,E
esc_ba0010aa_as,292,11,E
esc_ba0039aa_as,299,11,E
esc_ba0057aa_as,296,11,E
esc_ba0059aa_as,293,11,E
esc_ba0061aa_as,290,11,E
esc_ba0073aa_as,290,11,E
esc_ba0086aa_as,293,11,E
esc_ba0286aa_as,297,11,E
esc_ba0383aa_as,290,1595,E
esc_ba0505aa_as,295,11,E
esc_ba0516aa_as,292,5356,E
esc_ba0585aa_as,299,11,E
esc_ba0608aa_as,293,11,E
esc_ba0611aa_as,293,11,E
esc_ba0637aa_as,295,11,E
esc_ba0721aa_as,294,11,E
esc_ba0753aa_as,292,11,E
esc_ba0794aa_as,300,11,E
esc_ba0799aa_as,292,11,E
esc_ba0860aa_as,293,11,E
esc_ba0863aa_as,292,11,E
esc_ba0923aa_as,293,5368,E
esc_ba0931aa_as,292,11,E
esc_ba0939aa_as,294,11,E
esc_ba1089aa_as,293,11,E
esc_ba1103aa_as,291,11,E
esc_ba1163aa_as,299,11,E
esc_ba1194aa_as,293,11,E
esc_ba1223aa_as,294,11,E
esc_ba1383aa_as,294,11,E
esc_ba1477aa_as,295,11,E
esc_ba1517aa_as,296,11,E
esc_ba1531aa_as,299,11,E
esc_ba1573aa_as,293,11,E
esc_ba1675aa_as,295,11,E
esc_ba1746aa_as,298,11,E
esc_ba1853aa_as,293,11,E
esc_ba1882aa_as,296,11,E
esc_ba1884aa_as,294,11,E
esc_ba1929aa_as,293,11,E
esc_ba1948aa_as,293,11,E
esc_ba2041aa_as,292,11,E
esc_ba2056aa_as,296,11,E
esc_ba2134aa_as,292,11,E
esc_ba2155aa_as,292,11,E
esc_ba2157aa_as,294,11,E
esc_ba2188aa_as,292,11,E
esc_ba2297aa_as,293,11,E
esc_ba2382aa_as,297,11,E
esc_ba2385aa_as,295,11,E
esc_ba2423aa_as,291,11,E
esc_ba2459aa_as,294,11,E
esc_ba2497aa_as,296,11,E
esc_ba2573aa_as,293,11,E
esc_ba2578aa_as,292,11,E
esc_ba2580aa_as,294,11,E
esc_ba2618aa_as,295,11,E
esc_ba2669aa_as,296,11,E
esc_ba2678aa_as,296,11,E
esc_ba2723aa_as,293,11,E
esc_ba2728aa_as,294,11,E
esc_ba2808aa_as,293,11,E
esc_ba2811aa_as,293,11,E
esc_ba2876aa_as,294,11,E
esc_ba2992aa_as,294,11,E
esc_ba3014aa_as,292,11,E
esc_ba3048aa_as,296,11,E
esc_ba3369aa_as,296,11,E
esc_ba3419aa_as,295,11,E
esc_ba3444aa_as,292,11,E
esc_ba3471aa_as,295,11,E
esc_ba3617aa_as,294,5243,E
esc_ba3631aa_as,296,11,E
esc_ba3789aa_as,293,11,E
esc_ba3791aa_as,293,11,E
esc_ba3792aa_as,293,11,E
esc_ba3812aa_as,292,11,E
esc_ba3845aa_as,296,11,E
esc_ba3877aa_as,292,11,E
esc_ba3911aa_as,296,11,E
esc_ba3944aa_as,291,11,E
esc_ba3984aa_as,294,11,E
esc_ba3998aa_as,297,11,E
esc_ba4001aa_as,293,11,E
esc_ba4012aa_as,296,11,E
esc_ba4140aa_as,295,11,E
esc_ba4165aa_as,294,11,E
esc_ba4169aa_as,294,11,E
esc_ba4194aa_as,295,11,E
esc_ba4214aa_as,292,11,E
esc_ba4227aa_as,296,11,E
esc_ba4268aa_as,292,11,E
esc_ba4318aa_as,296,11,E
esc_ba4405aa_as,293,11,E
esc_ba4451aa_as,290,11,E
esc_ba4497aa_as,293,11,E
esc_ba4508aa_as,295,11,E
esc_ba4532aa_as,298,11,E
esc_ba4570aa_as,297,11,E
esc_ba4584aa_as,291,11,E
esc_ba4613aa_as,296,11,E
esc_ba4679aa_as,294,11,E
esc_ba4695aa_as,296,11,E
esc_ba4768aa_as,291,11,E
esc_ba4779aa_as,287,11,E
esc_ba4821aa_as,293,11,E
esc_ba4883aa_as,292,11,E
esc_ba4894aa_as,293,11,E
esc_ba4910aa_as,293,5368,E
esc_ba5022aa_as,291,11,E
esc_ba5025aa_as,296,11,E
esc_ba5076aa_as,295,11,E
esc_ba5097aa_as,296,11,E
esc_ba5216aa_as,296,11,E
esc_ba5259aa_as,293,11,E
esc_ba5310aa_as,297,11,E
esc_ba5337aa_as,294,11,E
esc_ba5407aa_as,294,11,E
esc_ba5414aa_as,294,11,E
esc_ba5419aa_as,298,11,E
esc_ba5498aa_as,296,11,E
esc_ba5528aa_as,295,11,E
esc_ba5543aa_as,289,11,E
esc_ba5552aa_as,296,11,E
esc_ba5558aa_as,293,11,E
esc_ba5574aa_as,293,11,E
esc_ba5602aa_as,293,11,E
esc_ba5603aa_as,295,11,E
esc_ba5611aa_as,297,11,E
esc_ba5688aa_as,296,11,E
esc_ba5703aa_as,294,11,E
esc_ba5746aa_as,291,11,E
esc_ba5748aa_as,299,11,E
esc_ba5750aa_as,292,11,E
esc_ba5777aa_as,294,11,E
esc_ba5782aa_as,295,11,E
esc_ba5787aa_as,292,11,E
esc_ba5796aa_as,292,11,E
esc_ba5825aa_as,293,11,E
esc_ba5837aa_as,295,1804,E
esc_ba5847aa_as,292,11,E
esc_ba5897aa_as,292,11,E
esc_ba5907aa_as,294,11,E
esc_ba5939aa_as,292,11,E
esc_ba5944aa_as,292,11,E
esc_ba5966aa_as,296,11,E
esc_ba6020aa_as,292,11,E
esc_ba6088aa_as,296,11,E
esc_ba6112aa_as,296,11,E
esc_ba6162aa_as,292,11,E
esc_ba6258aa_as,295,11,E
esc_ba6293aa_as,290,11,E
esc_ba6361aa_as,292,11,E
esc_ba6374aa_as,290,11,E
esc_ba6488aa_as,292,11,E
esc_ba6589aa_as,293,11,E
esc_ba6698aa_as,293,11,E
esc_ba6732aa_as,293,11,E
esc_ba6745aa_as,293,11,E
esc_ba6763aa_as,296,11,E
esc_ba6786aa_as,294,11,E
esc_ba6946aa_as,295,11,E
esc_ba6957aa_as,291,11,E
esc_ba7042aa_as,293,11,E
esc_ba7204aa_as,293,11,E
esc_ba7223aa_as,295,11,E
esc_ba7273aa_as,295,11,E
esc_ba7294aa_as,293,11,E
esc_ba7318aa_as,297,11,E
esc_ba7356aa_as,296,11,E
esc_ba7396aa_as,300,11,E
esc_ba7435aa_as,293,11,E
esc_ba7481aa_as,291,11,E
esc_ba7489aa_as,295,11,E
esc_ba7540aa_as,293,11,E
esc_ba7578aa_as,296,11,E
esc_ba7615aa_as,293,11,E
esc_ba7725aa_as,292,11,E
esc_ba7839aa_as,293,11~,E
esc_ba7982aa_as,293,11,E
esc_ba8032aa_as,295,11,E
esc_ba8305aa_as,293,11,E
esc_ba8349aa_as,296,11,E
esc_ba8412aa_as,290,11,E
esc_ba8417aa_as,293,11,E
esc_ba8432aa_as,292,11,E
esc_ba8487aa_as,294,11,E
esc_ba8571aa_as,293,11,E
esc_ba8617aa_as,295,1804,E
esc_ba8649aa_as,294,11,E
esc_ba8658aa_as,291,11,E
esc_ba8705aa_as,294,11,E
esc_ba8769aa_as,290,11,E
esc_ba8776aa_as,295,11,E
esc_ba8870aa_as,294,2966,E
esc_ba8914aa_as,296,11,E
esc_ba8967aa_as,293,11,E
esc_ba9052aa_as,298,11,E
esc_ba9072aa_as,292,11,E
esc_ba9154aa_as,292,11,E
esc_ba9262aa_as,294,11,E
esc_ba9285aa_as,296,11,E
esc_ba9354aa_as,293,11,E
esc_ba9361aa_as,292,11,E
esc_ba9444aa_as,293,11,E
esc_ba9498aa_as,300,11,E
esc_ba9542aa_as,293,11,E
esc_ba9624aa_as,298,11,E
esc_ba9648aa_as,291,11,E
esc_ba9709aa_as,291,11,E
esc_ba9760aa_as,294,11,E
esc_ba9818aa_as,289,11~,E
esc_ba9838aa_as,292,11,E
esc_ca0022aa_as,296,11,E
esc_ca0048aa_as,292,11,E
esc_ca0070aa_as,296,11,E
esc_ca0089aa_as,293,11,E
esc_ca0105aa_as,295,11,E
esc_ca0141aa_as,296,11,E
esc_ca0167aa_as,297,11,E
esc_ca0179aa_as,292,11,E
esc_ca0223aa_as,291,11,E
esc_ca0275aa_as,290,11,E
esc_ca0319aa_as,295,11,E
esc_ca0333aa_as,295,11,E
esc_ca0348aa_as,291,11,E
esc_ca0358aa_as,295,11,E
esc_ca0385aa_as,292,11,E
esc_ca0411aa_as,297,11,E
esc_ca0425aa_as,292,11,E
esc_ca0434aa_as,295,11,E
esc_ca0467aa_as,293,11,E
esc_ca0474aa_as,293,11,E
esc_ca0496aa_as,296,11,E
esc_ca0516aa_as,294,11,E
esc_ca0663aa_as,293,11,E
esc_ca0758aa_as,292,11,E
esc_ca0775aa_as,299,11,E
esc_ca0831aa_as,291,11,E
esc_ca0854aa_as,298,11,E
esc_ca0860aa_as,294,11,E
esc_ca0880aa_as,292,11,E
esc_ca0899aa_as,293,11,E
esc_ca0955aa_as,293,11,E
esc_ca0984aa_as,293,11,E
esc_ca1003aa_as,295,11,E
esc_ca1096aa_as,291,11,E
esc_ca1126aa_as,295,11,E
esc_ca1143aa_as,299,11,E
esc_ca1195aa_as,295,11,E
esc_ca1242aa_as,295,11,E
esc_ca1329aa_as,291,11,E
esc_ca1348aa_as,298,11,E
esc_ca1394aa_as,294,1804,E
esc_ca1412aa_as,296,11,E
esc_ca1438aa_as,292,11,E
esc_ca1461aa_as,290,11,E
esc_ca1462aa_as,296,11,E
esc_ca1489aa_as,293,11,E
esc_ca1490aa_as,293,11,E
esc_ca1510aa_as,293,11,E
esc_ca1529aa_as,294,11,E
esc_ca1552aa_as,293,11,E
esc_ca1573aa_as,294,11,E
esc_ca1608aa_as,293,11,E
esc_ca1751aa_as,293,11,E
esc_ca1754aa_as,295,11,E
esc_ca1798aa_as,293,11,E
esc_ca1868aa_as,295,11,E
esc_ca1928aa_as,294,11,E
esc_ca1981aa_as,292,11,E
esc_ca2026aa_as,296,11,E
esc_ca2116aa_as,290,11,E
esc_ca2121aa_as,295,11,E
esc_ca2198aa_as,294,11,E
esc_ca2232aa_as,294,11,E
esc_ca2318aa_as,291,11,E
esc_ca2337aa_as,295,11,E
esc_ca2375aa_as,293,11,E
esc_ca2412aa_as,292,11,E
esc_ca2423aa_as,298,11,E
esc_ca2507aa_as,293,11,E
esc_ca2559aa_as,293,11,E
esc_ca2664aa_as,291,11,E
esc_ca2666aa_as,290,11,E
esc_ca2667aa_as,297,11,E
esc_ca2668aa_as,294,11,E
esc_ca2677aa_as,295,11,E
esc_ca2787aa_as,295,11,E
esc_ca2835aa_as,295,11,E
esc_ca2847aa_as,293,11,E
esc_ca2851aa_as,293,11,E
esc_ca2905aa_as,294,11,E
esc_ca2914aa_as,296,11,E
esc_ca2973aa_as,291,11,E
esc_ca3024aa_as,293,11,E
esc_ca3029aa_as,295,11,E
esc_ca3048aa_as,292,11,E
esc_ca3178aa_as,298,11,E
esc_ca3216aa_as,293,11,E
esc_ca3260aa_as,295,11,E
esc_ca3305aa_as,293,11,E
esc_ca3331aa_as,295,11,E
esc_ca3332aa_as,291,11,E
esc_ca3350aa_as,293,11,E
esc_ca3425aa_as,295,11,E
esc_ca3581aa_as,294,11,E
esc_ca3619aa_as,297,11,E
esc_ca3670aa_as,293,11,E
esc_ca3672aa_as,294,11,E
esc_ca3696aa_as,292,11,E
esc_ca3723aa_as,295,11,E
esc_ca3763aa_as,290,11,E
esc_ca3782aa_as,290,11,E
esc_ca3824aa_as,300,11,E
esc_ca3869aa_as,291,11,E
esc_ca3904aa_as,295,11,E
esc_ca3956aa_as,296,11,E
esc_ca3990aa_as,289,11,E
esc_ca4155aa_as,292,11,E
esc_ca4156aa_as,290,11,E
esc_ca4162aa_as,291,11,E
esc_ca4168aa_as,291,11,E
esc_ca4196aa_as,299,11,E
esc_ca4208aa_as,292,11,E
esc_ca4307aa_as,293,11,E
esc_ca4308aa_as,298,11,E
esc_ca4345aa_as,290,11,E
esc_ca4349aa_as,294,11,E
esc_ca4369aa_as,296,11,E
esc_ca4385aa_as,294,11,E
esc_ca4424aa_as,291,11,E
esc_ca4428aa_as,294,11,E
esc_ca4431aa_as,295,11,E
esc_ca4458aa_as,298,11,E
esc_ca4486aa_as,295,11,E
esc_ca4500aa_as,294,11,E
esc_ca4536aa_as,295,11,E
esc_ca4605aa_as,292,11,E
esc_ca4609aa_as,291,11,E
esc_ca4640aa_as,297,11,E
esc_ca4670aa_as,300,11,E
esc_ca4687aa_as,295,11,E
esc_ca4690aa_as,293,11,E
esc_ca4719aa_as,294,11,E
esc_ca4721aa_as,292,11,E
esc_ca4772aa_as,291,11,E
esc_ca4801aa_as,294,11,E
esc_ca4802aa_as,293,11,E
esc_ca4831aa_as,296,11,E
esc_ca4873aa_as,293,11,E
esc_ca4949aa_as,299,11,E
esc_ca4951aa_as,292,11,E
esc_ca4968aa_as,296,11,E
esc_ca4998aa_as,293,11,E
esc_ca5015aa_as,296,11,E
esc_ca5026aa_as,299,11,E
esc_ca5091aa_as,291,11,E
esc_ca5108aa_as,293,11,E
esc_ca5176aa_as,292,11,E
esc_ca5203aa_as,293,11,E
esc_ca5207aa_as,295,11,E
esc_ca5208aa_as,291,11,E
esc_ca5246aa_as,292,11,E
esc_ca5287aa_as,290,11,E
esc_ca5297aa_as,292,11,E
esc_ca5415aa_as,291,11,E
esc_ca5449aa_as,294,11,E
esc_ca5629aa_as,290,11,E
esc_ca5681aa_as,289,11,E
esc_ca5721aa_as,299,11,E
esc_ca5731aa_as,293,11,E
esc_ca5761aa_as,294,11,E
esc_ca5765aa_as,290,11,E
esc_ca5772aa_as,292,11,E
esc_ca5775aa_as,294,11,E
esc_ca5780aa_as,296,11,E
esc_ca5810aa_as,294,11,E
esc_ca5884aa_as,296,11,E
esc_ca5887aa_as,296,11,E
esc_ca5971aa_as,297,11,E
esc_ca6009aa_as,296,11,E
esc_ca6043aa_as,295,11,E
esc_ca6063aa_as,296,11,E
esc_ca6216aa_as,287,11,E
esc_ca6291aa_as,297,11,E
esc_ca6317aa_as,293,11,E
esc_ca6336aa_as,293,11,E
esc_ca6373aa_as,291,11,E
esc_ca6386aa_as,297,11,E
esc_ca6422aa_as,293,11,E
esc_ca6428aa_as,292,11,E
esc_ca6453aa_as,296,11,E
esc_ca6455aa_as,292,11,E
esc_ca6499aa_as,295,11,E
esc_ca6505aa_as,296,11,E
esc_ca6580aa_as,293,11,E
esc_ca6602aa_as,296,11,E
esc_ca6652aa_as,293,11,E
esc_ca6665aa_as,288,11,E
esc_ca6732aa_as,295,11,E
esc_ca6742aa_as,295,11,E
esc_ca6765aa_as,295,11,E
esc_ca6821aa_as,292,11,E
esc_ca7097aa_as,295,11,E
esc_ca7376aa_as,291,11,E
esc_ca7425aa_as,295,11,E
esc_ea4604aa_as,295,11,E
esc_fa2270aa_as,292,11,E
esc_fa4841aa_as,297,11,E
esc_fa4844aa_as,297,11,E
esc_fa4849aa_as,297,11,E
esc_fa8278aa_as,295,11,E
esc_fa8279aa_as,290,11,E
esc_fa8422aa_as,295,11,E
esc_ga1618aa_as,292,11,E
esc_ga7280aa_as,294,11,E
esc_ga7281aa_as,296,11,E
esc_ga8483aa_as,291,11,E
esc_ga8484aa_as,293,11,E
esc_ga8486aa_as,299,11,E
esc_ga8489aa_as,294,2966,E
esc_ga8491aa_as,296,11,E
esc_ga8492aa_as,293,11,E
esc_ga8496aa_as,293,11,E
esc_ga8500aa_as,293,11,E
esc_ga8501aa_as,294,11,E
esc_ga8503aa_as,293,11,E
esc_ga8926aa_as,295,2966,E
esc_ga9415aa_as,291,11,E
esc_ga9661aa_as,296,11,E
esc_ga9662aa_as,296,11,E
esc_ga9668aa_as,296,11,E
esc_ga9669aa_as,295,11,E
esc_ga9670aa_as,299,11,E
esc_ga9671aa_as,299,11,E
esc_ga9672aa_as,300,11,E
esc_ga9673aa_as,291,11,E
esc_ga9675aa_as,298,11,E
esc_ga9676aa_as,291,11,E
esc_ga9677aa_as,300,11,E
esc_ga9678aa_as,293,11,E
esc_ga9679aa_as,295,11,E
esc_ga9682aa_as,292,11,E
esc_ga9683aa_as,294,11,E
esc_ga9684aa_as,297,11,E
esc_ga9685aa_as,294,11,E
esc_ga9686aa_as,295,11,E
esc_ga9687aa_as,296,11,E
esc_ga9688aa_as,295,11,E
esc_ga9689aa_as,299,11,E
esc_ga9690aa_as,299,11,E
esc_ga9691aa_as,296,11,E
esc_ga9692aa_as,299,11,E
esc_ga9693aa_as,295,11,E
esc_ga9694aa_as,295,11,E
esc_ga9695aa_as,299,11,E
esc_ga9696aa_as,299,11,E
esc_ga9697aa_as,299,11,E
esc_ga9698aa_as,296,11,E
esc_ga9699aa_as,299,11,E
esc_ga9700aa_as,296,11,E
esc_ga9701aa_as,297,11,E
esc_ga9702aa_as,258,11,E
esc_ha0376aa_as,296,11,E
esc_ha0472aa_as,291,11,E
esc_ha2654aa_as,294,11,E
esc_ha2656aa_as,295,11,E
esc_ha2657aa_as,293,11,E
esc_ha2659aa_as,294,11,E
esc_ha2660aa_as,294,11,E
esc_ha2661aa_as,293,11,E
esc_ha2662aa_as,294,11,E
esc_ha2663aa_as,295,11,E
esc_ha2664aa_as,292,11,E
esc_ha2667aa_as,295,11,E
esc_ha2668aa_as,295,11,E
esc_ha2669aa_as,293,11,E
esc_ha2671aa_as,297,11,E
esc_ha2673aa_as,295,11,E
esc_ha2674aa_as,292,11,E
esc_ha2675aa_as,295,11,E
esc_ha2676aa_as,295,11,E
esc_ha2677aa_as,295,11,E
esc_ha2678aa_as,295,11,E
esc_ha2679aa_as,295,11,E
esc_ha2680aa_as,295,11,E
esc_ha2681aa_as,295,11,E
esc_ha2682aa_as,294,11,E
esc_ha2683aa_as,294,11,E
esc_ha2685aa_as,292,11,E
esc_ha2687aa_as,293,11,E
esc_ha2688aa_as,293,11,E
esc_ha2689aa_as,293,11,E
esc_ha2690aa_as,295,11,E
esc_ha2696aa_as,294,11,E
esc_ha2697aa_as,292,11,E
esc_ha2698aa_as,293,11,E
esc_ha2699aa_as,295,11,E
esc_ha2700aa_as,294,11,E
esc_ha2701aa_as,295,11,E
esc_ha2702aa_as,295,11,E
esc_ha2703aa_as,295,11,E
esc_ha2704aa_as,294,11,E
esc_ha2705aa_as,293,11,E
esc_ha2706aa_as,292,11,E
esc_ha2707aa_as,295,11,E
esc_ha3270aa_as,292,11,E
esc_ha3271aa_as,293,11,E
esc_ha3272aa_as,292,11,E
esc_ha3273aa_as,292,11,E
esc_ha3274aa_as,293,11,E
esc_ha3275aa_as,293,11,E
esc_ha3277aa_as,294,11,E
esc_ha3278aa_as,293,11,E
esc_ha3279aa_as,292,11,E
esc_ha3280aa_as,290,11,E
esc_ha3281aa_as,292,11,E
esc_ha3282aa_as,293,11,E
esc_ha3283aa_as,291,11,E
esc_ha3284aa_as,291,11,E
esc_ha3285aa_as,293,11,E
esc_ha3286aa_as,291,11,E
esc_ha3287aa_as,293,11,E
esc_ha3289aa_as,293,11,E
esc_ha3290aa_as,293,11,E
esc_ha3291aa_as,290,11,E
esc_ha3292aa_as,293,11,E
esc_ha3293aa_as,291,11,E
esc_ha3294aa_as,292,11,E
esc_ha3295aa_as,293,11,E
esc_ha3296aa_as,291,11,E
esc_ha3297aa_as,293,11,E
esc_ha3299aa_as,295,11,E
esc_ha3300aa_as,292,11,E
esc_ha3301aa_as,292,11,E
esc_ha3302aa_as,290,11,E
esc_ha3303aa_as,291,11,E
esc_ha3304aa_as,293,11,E
esc_ha3305aa_as,290,11,E
esc_ha6103aa_as,293,11,E
esc_ha6104aa_as,294,11,E
esc_ha6105aa_as,293,11,E
esc_ha6106aa_as,294,11,E
esc_ha6107aa_as,293,11,E
esc_ha6108aa_as,293,11,E
esc_ha6109aa_as,293,11,E
esc_ha6110aa_as,294,11,E
esc_ha6112aa_as,294,11,E
esc_ha6113aa_as,293,11,E
esc_ha6114aa_as,294,11,E
esc_ha6115aa_as,294,11,E
esc_ha6117aa_as,294,11,E
esc_ha6118aa_as,294,11,E
esc_ha6119aa_as,294,11,E
esc_ha8983aa_as,299,11,E
esc_ia1128aa_as,292,11,E
esc_ia1129aa_as,297,11,E
esc_ia1130aa_as,295,11,E
esc_ia1133aa_as,294,11,E
esc_ia1135aa_as,293,11,E
esc_ia1140aa_as,295,11,E
esc_ia1141aa_as,294,11,E
esc_ia1142aa_as,295,11,E
esc_ia1143aa_as,293,11,E
esc_ia1144aa_as,297,11,E
esc_ia1145aa_as,291,11,E
esc_ia1146aa_as,296,11,E
esc_ia1147aa_as,297,11,E
esc_ia1149aa_as,297,11,E
esc_ia1150aa_as,291,6667,E
